ZONE I=5, J=5
0.4 0.375 0.730795
0.5 0.375 0.426346
0.6 0.375 0.0997335
0.7 0.375 -0.249043
0.8 0.375 -0.619983
0.4 0.4125 0.792835
0.5 0.4125 0.542047
0.6 0.4125 0.24016
0.7 0.4125 -0.112827
0.8 0.4125 -0.516915
0.4 0.45 0.838596
0.5 0.45 0.646438
0.6 0.45 0.37675
0.7 0.45 0.0295317
0.8 0.45 -0.395217
ZONE I=5, J=5
0.8 0.3 -0.770234
0.9 0.3 -0.877226
1 0.3 -0.94916
1.1 0.3 -0.986036
1.2 0.3 -0.987853
0.8 0.3375 -0.704423
0.9 0.3375 -0.840219
1 0.3375 -0.932016
1.1 0.3375 -0.979817
1.2 0.3375 -0.983619
0.8 0.375 -0.619983
0.9 0.375 -0.790558
1 0.375 -0.907007
1.1 0.375 -0.969331
1.2 0.375 -0.977528
0.8 0.4125 -0.516915
0.9 0.4125 -0.728245
1 0.4125 -0.874133
1.1 0.4125 -0.954578
1.2 0.4125 -0.969581
0.8 0.45 -0.395217
0.9 0.45 -0.653279
1 0.45 -0.833393
1.1 0.45 -0.935559
1.2 0.45 -0.959778
ZONE I=5, J=5
1.2 0.3 -0.987853
1.3 0.3 -0.99357
1.4 0.3 -0.997466
1.5 0.3 -0.999539
1.6 0.3 -0.999791
1.2 0.3375 -0.983619
1.3 0.3375 -0.991434
1.4 0.3375 -0.996719
1.5 0.3375 -0.999475
1.6 0.3375 -0.999701
1.2 0.375 -0.977528
1.3 0.375 -0.988384
1.4 0.375 -0.995669
1.5 0.375 -0.999381
1.6 0.375 -0.999522
1.2 0.4125 -0.969581
1.3 0.4125 -0.984421
1.4 0.4125 -0.994313
1.5 0.4125 -0.999257
1.6 0.4125 -0.999253
1.2 0.45 -0.959778
1.3 0.45 -0.979544
1.4 0.45 -0.992653
1.5 0.45 -0.999103
1.6 0.45 -0.998894
ZONE I=5, J=5
1.6 0.3 -0.999791
1.7 0.3 -0.999926
1.8 0.3 -1
1.9 0.3 -1.00002
2 0.3 -0.999982
1.6 0.3375 -0.999701
1.7 0.3375 -0.999877
1.8 0.3375 -0.999981
1.9 0.3375 -1.00001
2 0.3375 -0.999976
1.6 0.375 -0.999522
1.7 0.375 -0.999779
1.8 0.375 -0.999938
1.9 0.375 -1
2 0.375 -0.999967
1.6 0.4125 -0.999253
1.7 0.4125 -0.999632
1.8 0.4125 -0.999876
1.9 0.4125 -0.999983
2 0.4125 -0.999954
1.6 0.45 -0.998894
1.7 0.45 -0.999437
1.8 0.45 -0.999793
1.9 0.45 -0.99996
2 0.45 -0.999939
ZONE I=5, J=5
0 0.45 0.992632
0.1 0.45 0.993304
0.2 0.45 0.967856
0.3 0.45 0.916286
0.4 0.45 0.838596
0 0.4875 0.994477
0.1 0.4875 0.995689
0.2 0.4875 0.976055
0.3 0.4875 0.935577
0.4 0.4875 0.874254
0 0.525 0.995949
0.1 0.525 0.997418
0.2 0.525 0.982505
0.3 0.525 0.951209
0.4 0.525 0.903531
0 0.5625 0.997049
0.1 0.5625 0.998494
0.2 0.5625 0.987205
0.3 0.5625 0.963183
0.4 0.5625 0.926426
0 0.6 0.997775
0.1 0.6 0.998915
0.2 0.6 0.990156
0.3 0.6 0.971498
0.4 0.6 0.942941
ZONE I=5, J=5
0.4 0.45 0.838596
0.5 0.45 0.646438
0.6 0.45 0.37675
0.7 0.45 0.0295317
0.8 0.45 -0.395217
0.4 0.4875 0.874254
0.5 0.4875 0.731877
0.6 0.4875 0.49672
0.7 0.4875 0.168782
0.8 0.4875 -0.251936
0.4 0.525 0.903531
0.5 0.525 0.802294
0.6 0.525 0.600667
0.7 0.525 0.298651
0.8 0.525 -0.103754
0.4 0.5625 0.926426
0.5 0.5625 0.857688
0.6 0.5625 0.688592
0.7 0.5625 0.419139
0.8 0.5625 0.049327
0.4 0.6 0.942941
0.5 0.6 0.89806
0.6 0.6 0.760494
0.7 0.6 0.530244
0.8 0.6 0.207308
ZONE I=5, J=5
0.8 0.45 -0.395217
0.9 0.45 -0.653279
1 0.45 -0.833393
1.1 0.45 -0.935559
1.2 0.45 -0.959778
0.8 0.4875 -0.251936
0.9 0.4875 -0.561647
1 0.4875 -0.78081
1.1 0.4875 -0.909427
1.2 0.4875 -0.947496
0.8 0.525 -0.103754
0.9 0.525 -0.457357
1 0.525 -0.713055
1.1 0.525 -0.87085
1.2 0.525 -0.930742
0.8 0.5625 0.049327
0.9 0.5625 -0.340409
1 0.5625 -0.630128
1.1 0.5625 -0.81983
1.2 0.5625 -0.909516
0.8 0.6 0.207308
0.9 0.6 -0.210803
1 0.6 -0.532028
1.1 0.6 -0.756367
1.2 0.6 -0.88382
ZONE I=5, J=5
1.2 0.45 -0.959778
1.3 0.45 -0.979544
1.4 0.45 -0.992653
1.5 0.45 -0.999103
1.6 0.45 -0.998894
1.2 0.4875 -0.947496
1.3 0.4875 -0.973453
1.4 0.4875 -0.990588
1.5 0.4875 -0.9989
1.6 0.4875 -0.998391
1.2 0.525 -0.930742
1.3 0.525 -0.964869
1.4 0.525 -0.987386
1.5 0.525 -0.998295
1.6 0.525 -0.997595
1.2 0.5625 -0.909516
1.3 0.5625 -0.953791
1.4 0.5625 -0.983048
1.5 0.5625 -0.997286
1.6 0.5625 -0.996507
1.2 0.6 -0.88382
1.3 0.6 -0.940221
1.4 0.6 -0.977572
1.5 0.6 -0.995874
1.6 0.6 -0.995127
ZONE I=5, J=5
1.6 0.45 -0.998894
1.7 0.45 -0.999437
1.8 0.45 -0.999793
1.9 0.45 -0.99996
2 0.45 -0.999939
1.6 0.4875 -0.998391
1.7 0.4875 -0.999167
1.8 0.4875 -0.99968
1.9 0.4875 -0.999931
2 0.4875 -0.999919
1.6 0.525 -0.997595
1.7 0.525 -0.998746
1.8 0.525 -0.999512
1.9 0.525 -0.999893
2 0.525 -0.999889
1.6 0.5625 -0.996507
1.7 0.5625 -0.998175
1.8 0.5625 -0.999288
1.9 0.5625 -0.999846
2 0.5625 -0.999849
1.6 0.6 -0.995127
1.7 0.6 -0.997453
1.8 0.6 -0.999007
1.9 0.6 -0.999789
2 0.6 -0.999798
ZONE I=5, J=5
0 0.6 0.997775
0.1 0.6 0.998915
0.2 0.6 0.990156
0.3 0.6 0.971498
0.4 0.6 0.942941
0 0.6375 0.998333
0.1 0.6375 0.999159
0.2 0.6375 0.992453
0.3 0.6375 0.978213
0.4 0.6375 0.95644
0 0.675 0.998778
0.1 0.675 0.999334
0.2 0.675 0.994306
0.3 0.675 0.983695
0.4 0.675 0.9675
0 0.7125 0.99911
0.1 0.7125 0.999439
0.2 0.7125 0.995717
0.3 0.7125 0.987944
0.4 0.7125 0.976121
0 0.75 0.999329
0.1 0.75 0.999474
0.2 0.75 0.996684
0.3 0.75 0.99096
0.4 0.75 0.982302
ZONE I=5, J=5
0.4 0.6 0.942941
0.5 0.6 0.89806
0.6 0.6 0.760494
0.7 0.6 0.530244
0.8 0.6 0.207308
0.4 0.6375 0.95644
0.5 0.6375 0.927445
0.6 0.6375 0.817085
0.7 0.6375 0.625359
0.8 0.6375 0.352267
0.4 0.675 0.9675
0.5 0.675 0.950364
0.6 0.675 0.863273
0.7 0.675 0.706228
0.8 0.675 0.479229
0.4 0.7125 0.976121
0.5 0.7125 0.966815
0.6 0.7125 0.899058
0.7 0.7125 0.772851
0.8 0.7125 0.588193
0.4 0.75 0.982302
0.5 0.75 0.976799
0.6 0.75 0.924441
0.7 0.75 0.825227
0.8 0.75 0.679159
ZONE I=5, J=5
0.8 0.6 0.207308
0.9 0.6 -0.210803
1 0.6 -0.532028
1.1 0.6 -0.756367
1.2 0.6 -0.88382
0.8 0.6375 0.352267
0.9 0.6375 -0.0725175
1 0.6375 -0.414784
1.1 0.6375 -0.674531
1.2 0.6375 -0.85176
0.8 0.675 0.479229
0.9 0.675 0.065308
1 0.675 -0.287031
1.1 0.675 -0.577788
1.2 0.675 -0.806963
0.8 0.7125 0.588193
0.9 0.7125 0.202674
1 0.7125 -0.14877
1.1 0.7125 -0.466137
1.2 0.7125 -0.749429
0.8 0.75 0.679159
0.9 0.75 0.339579
1 0.75 6.00954e-10
1.1 0.75 -0.339579
1.2 0.75 -0.679159
ZONE I=5, J=5
1.2 0.6 -0.88382
1.3 0.6 -0.940221
1.4 0.6 -0.977572
1.5 0.6 -0.995874
1.6 0.6 -0.995127
1.2 0.6375 -0.85176
1.3 0.6375 -0.922951
1.4 0.6375 -0.97028
1.5 0.6375 -0.993747
1.6 0.6375 -0.993352
1.2 0.675 -0.806963
1.3 0.675 -0.898029
1.4 0.675 -0.958994
1.5 0.675 -0.989859
1.6 0.675 -0.990623
1.2 0.7125 -0.749429
1.3 0.7125 -0.865454
1.4 0.7125 -0.943714
1.5 0.7125 -0.98421
1.6 0.7125 -0.98694
1.2 0.75 -0.679159
1.3 0.75 -0.825227
1.4 0.75 -0.924441
1.5 0.75 -0.976799
1.6 0.75 -0.982302
ZONE I=5, J=5
1.6 0.6 -0.995127
1.7 0.6 -0.997453
1.8 0.6 -0.999007
1.9 0.6 -0.999789
2 0.6 -0.999798
1.6 0.6375 -0.993352
1.7 0.6375 -0.996522
1.8 0.6375 -0.998643
1.9 0.6375 -0.999713
2 0.6375 -0.999732
1.6 0.675 -0.990623
1.7 0.675 -0.99513
1.8 0.675 -0.998134
1.9 0.675 -0.999635
2 0.675 -0.999632
1.6 0.7125 -0.98694
1.7 0.7125 -0.993276
1.8 0.7125 -0.997481
1.9 0.7125 -0.999555
2 0.7125 -0.999498
1.6 0.75 -0.982302
1.7 0.75 -0.99096
1.8 0.75 -0.996684
1.9 0.75 -0.999474
2 0.75 -0.999329
ZONE I=5, J=5
0 0.75 0.999329
0.1 0.75 0.999474
0.2 0.75 0.996684
0.3 0.75 0.99096
0.4 0.75 0.982302
0 0.7875 0.999498
0.1 0.7875 0.999555
0.2 0.7875 0.997481
0.3 0.7875 0.993276
0.4 0.7875 0.98694
0 0.825 0.999632
0.1 0.825 0.999635
0.2 0.825 0.998134
0.3 0.825 0.99513
0.4 0.825 0.990623
0 0.8625 0.999732
0.1 0.8625 0.999713
0.2 0.8625 0.998643
0.3 0.8625 0.996522
0.4 0.8625 0.993352
0 0.9 0.999798
0.1 0.9 0.999789
0.2 0.9 0.999007
0.3 0.9 0.997453
0.4 0.9 0.995127
ZONE I=5, J=5
0.4 0.75 0.982302
0.5 0.75 0.976799
0.6 0.75 0.924441
0.7 0.75 0.825227
0.8 0.75 0.679159
0.4 0.7875 0.98694
0.5 0.7875 0.98421
0.6 0.7875 0.943714
0.7 0.7875 0.865454
0.8 0.7875 0.749429
0.4 0.825 0.990623
0.5 0.825 0.989859
0.6 0.825 0.958994
0.7 0.825 0.898029
0.8 0.825 0.806963
0.4 0.8625 0.993352
0.5 0.8625 0.993747
0.6 0.8625 0.97028
0.7 0.8625 0.922951
0.8 0.8625 0.85176
0.4 0.9 0.995127
0.5 0.9 0.995874
0.6 0.9 0.977572
0.7 0.9 0.940221
0.8 0.9 0.88382
ZONE I=5, J=5
0.8 0.75 0.679159
0.9 0.75 0.339579
1 0.75 6.00954e-10
1.1 0.75 -0.339579
1.2 0.75 -0.679159
0.8 0.7875 0.749429
0.9 0.7875 0.466137
1 0.7875 0.14877
1.1 0.7875 -0.202674
1.2 0.7875 -0.588193
0.8 0.825 0.806963
0.9 0.825 0.577788
1 0.825 0.287031
1.1 0.825 -0.065308
1.2 0.825 -0.479229
0.8 0.8625 0.85176
0.9 0.8625 0.674531
1 0.8625 0.414784
1.1 0.8625 0.0725175
1.2 0.8625 -0.352267
0.8 0.9 0.88382
0.9 0.9 0.756367
1 0.9 0.532028
1.1 0.9 0.210803
1.2 0.9 -0.207308
ZONE I=5, J=5
1.2 0.75 -0.679159
1.3 0.75 -0.825227
1.4 0.75 -0.924441
1.5 0.75 -0.976799
1.6 0.75 -0.982302
1.2 0.7875 -0.588193
1.3 0.7875 -0.772851
1.4 0.7875 -0.899058
1.5 0.7875 -0.966815
1.6 0.7875 -0.976121
1.2 0.825 -0.479229
1.3 0.825 -0.706228
1.4 0.825 -0.863273
1.5 0.825 -0.950364
1.6 0.825 -0.9675
1.2 0.8625 -0.352267
1.3 0.8625 -0.625359
1.4 0.8625 -0.817085
1.5 0.8625 -0.927445
1.6 0.8625 -0.95644
1.2 0.9 -0.207308
1.3 0.9 -0.530244
1.4 0.9 -0.760494
1.5 0.9 -0.89806
1.6 0.9 -0.942941
ZONE I=5, J=5
1.6 0.75 -0.982302
1.7 0.75 -0.99096
1.8 0.75 -0.996684
1.9 0.75 -0.999474
2 0.75 -0.999329
1.6 0.7875 -0.976121
1.7 0.7875 -0.987944
1.8 0.7875 -0.995717
1.9 0.7875 -0.999439
2 0.7875 -0.99911
1.6 0.825 -0.9675
1.7 0.825 -0.983695
1.8 0.825 -0.994306
1.9 0.825 -0.999334
2 0.825 -0.998778
1.6 0.8625 -0.95644
1.7 0.8625 -0.978213
1.8 0.8625 -0.992453
1.9 0.8625 -0.999159
2 0.8625 -0.998333
1.6 0.9 -0.942941
1.7 0.9 -0.971498
1.8 0.9 -0.990156
1.9 0.9 -0.998915
2 0.9 -0.997775
ZONE I=5, J=5
0 0.9 0.999798
0.1 0.9 0.999789
0.2 0.9 0.999007
0.3 0.9 0.997453
0.4 0.9 0.995127
0 0.9375 0.999849
0.1 0.9375 0.999846
0.2 0.9375 0.999288
0.3 0.9375 0.998175
0.4 0.9375 0.996507
0 0.975 0.999889
0.1 0.975 0.999893
0.2 0.975 0.999512
0.3 0.975 0.998746
0.4 0.975 0.997595
0 1.0125 0.999919
0.1 1.0125 0.999931
0.2 1.0125 0.99968
0.3 1.0125 0.999167
0.4 1.0125 0.998391
0 1.05 0.999939
0.1 1.05 0.99996
0.2 1.05 0.999793
0.3 1.05 0.999437
0.4 1.05 0.998894
ZONE I=5, J=5
0.4 0.9 0.995127
0.5 0.9 0.995874
0.6 0.9 0.977572
0.7 0.9 0.940221
0.8 0.9 0.88382
0.4 0.9375 0.996507
0.5 0.9375 0.997286
0.6 0.9375 0.983048
0.7 0.9375 0.953791
0.8 0.9375 0.909516
0.4 0.975 0.997595
0.5 0.975 0.998295
0.6 0.975 0.987386
0.7 0.975 0.964869
0.8 0.975 0.930742
0.4 1.0125 0.998391
0.5 1.0125 0.9989
0.6 1.0125 0.990588
0.7 1.0125 0.973453
0.8 1.0125 0.947496
0.4 1.05 0.998894
0.5 1.05 0.999103
0.6 1.05 0.992653
0.7 1.05 0.979544
0.8 1.05 0.959778
ZONE I=5, J=5
0.8 0.9 0.88382
0.9 0.9 0.756367
1 0.9 0.532028
1.1 0.9 0.210803
1.2 0.9 -0.207308
0.8 0.9375 0.909516
0.9 0.9375 0.81983
1 0.9375 0.630128
1.1 0.9375 0.340409
1.2 0.9375 -0.049327
0.8 0.975 0.930742
0.9 0.975 0.87085
1 0.975 0.713055
1.1 0.975 0.457357
1.2 0.975 0.103754
0.8 1.0125 0.947496
0.9 1.0125 0.909427
1 1.0125 0.78081
1.1 1.0125 0.561647
1.2 1.0125 0.251936
0.8 1.05 0.959778
0.9 1.05 0.935559
1 1.05 0.833393
1.1 1.05 0.653279
1.2 1.05 0.395217
ZONE I=5, J=5
1.2 0.9 -0.207308
1.3 0.9 -0.530244
1.4 0.9 -0.760494
1.5 0.9 -0.89806
1.6 0.9 -0.942941
1.2 0.9375 -0.049327
1.3 0.9375 -0.419139
1.4 0.9375 -0.688592
1.5 0.9375 -0.857688
1.6 0.9375 -0.926426
1.2 0.975 0.103754
1.3 0.975 -0.298651
1.4 0.975 -0.600667
1.5 0.975 -0.802294
1.6 0.975 -0.903531
1.2 1.0125 0.251936
1.3 1.0125 -0.168782
1.4 1.0125 -0.49672
1.5 1.0125 -0.731877
1.6 1.0125 -0.874254
1.2 1.05 0.395217
1.3 1.05 -0.0295317
1.4 1.05 -0.37675
1.5 1.05 -0.646438
1.6 1.05 -0.838596
ZONE I=5, J=5
1.6 0.9 -0.942941
1.7 0.9 -0.971498
1.8 0.9 -0.990156
1.9 0.9 -0.998915
2 0.9 -0.997775
1.6 0.9375 -0.926426
1.7 0.9375 -0.963183
1.8 0.9375 -0.987205
1.9 0.9375 -0.998494
2 0.9375 -0.997049
1.6 0.975 -0.903531
1.7 0.975 -0.951209
1.8 0.975 -0.982505
1.9 0.975 -0.997418
2 0.975 -0.995949
1.6 1.0125 -0.874254
1.7 1.0125 -0.935577
1.8 1.0125 -0.976055
1.9 1.0125 -0.995689
2 1.0125 -0.994477
1.6 1.05 -0.838596
1.7 1.05 -0.916286
1.8 1.05 -0.967856
1.9 1.05 -0.993304
2 1.05 -0.992632
ZONE I=5, J=5
0 1.05 0.999939
0.1 1.05 0.99996
0.2 1.05 0.999793
0.3 1.05 0.999437
0.4 1.05 0.998894
0 1.0875 0.999954
0.1 1.0875 0.999983
0.2 1.0875 0.999876
0.3 1.0875 0.999632
0.4 1.0875 0.999253
0 1.125 0.999967
0.1 1.125 1
0.2 1.125 0.999938
0.3 1.125 0.999779
0.4 1.125 0.999522
0 1.1625 0.999976
0.1 1.1625 1.00001
0.2 1.1625 0.999981
0.3 1.1625 0.999877
0.4 1.1625 0.999701
0 1.2 0.999982
0.1 1.2 1.00002
0.2 1.2 1
0.3 1.2 0.999926
0.4 1.2 0.999791
ZONE I=5, J=5
0.4 1.05 0.998894
0.5 1.05 0.999103
0.6 1.05 0.992653
0.7 1.05 0.979544
0.8 1.05 0.959778
0.4 1.0875 0.999253
0.5 1.0875 0.999257
0.6 1.0875 0.994313
0.7 1.0875 0.984421
0.8 1.0875 0.969581
0.4 1.125 0.999522
0.5 1.125 0.999381
0.6 1.125 0.995669
0.7 1.125 0.988384
0.8 1.125 0.977528
0.4 1.1625 0.999701
0.5 1.1625 0.999475
0.6 1.1625 0.996719
0.7 1.1625 0.991434
0.8 1.1625 0.983619
0.4 1.2 0.999791
0.5 1.2 0.999539
0.6 1.2 0.997466
0.7 1.2 0.99357
0.8 1.2 0.987853
ZONE I=5, J=5
0.8 1.05 0.959778
0.9 1.05 0.935559
1 1.05 0.833393
1.1 1.05 0.653279
1.2 1.05 0.395217
0.8 1.0875 0.969581
0.9 1.0875 0.954578
1 1.0875 0.874133
1.1 1.0875 0.728245
1.2 1.0875 0.516915
0.8 1.125 0.977528
0.9 1.125 0.969331
1 1.125 0.907007
1.1 1.125 0.790558
1.2 1.125 0.619983
0.8 1.1625 0.983619
0.9 1.1625 0.979817
1 1.1625 0.932016
1.1 1.1625 0.840219
1.2 1.1625 0.704423
0.8 1.2 0.987853
0.9 1.2 0.986036
1 1.2 0.94916
1.1 1.2 0.877226
1.2 1.2 0.770234
ZONE I=5, J=5
1.2 1.05 0.395217
1.3 1.05 -0.0295317
1.4 1.05 -0.37675
1.5 1.05 -0.646438
1.6 1.05 -0.838596
1.2 1.0875 0.516915
1.3 1.0875 0.112827
1.4 1.0875 -0.24016
1.5 1.0875 -0.542047
1.6 1.0875 -0.792835
1.2 1.125 0.619983
1.3 1.125 0.249043
1.4 1.125 -0.0997335
1.5 1.125 -0.426346
1.6 1.125 -0.730795
1.2 1.1625 0.704423
1.3 1.1625 0.379116
1.4 1.1625 0.0445297
1.5 1.1625 -0.299335
1.6 1.1625 -0.652478
1.2 1.2 0.770234
1.3 1.2 0.503045
1.4 1.2 0.19263
1.5 1.2 -0.161013
1.6 1.2 -0.557883
ZONE I=5, J=5
1.6 1.05 -0.838596
1.7 1.05 -0.916286
1.8 1.05 -0.967856
1.9 1.05 -0.993304
2 1.05 -0.992632
1.6 1.0875 -0.792835
1.7 1.0875 -0.89119
1.8 1.0875 -0.956875
1.9 1.0875 -0.989888
2 1.0875 -0.99023
1.6 1.125 -0.730795
1.7 1.125 -0.855854
