ZONE I=5, J=5
1.8 1.1625 -0.267868
1.9 1.1625 -0.437074
2 1.1625 -0.588218
1.6 1.2 0.198521
1.7 1.2 -0.00598015
1.8 1.2 -0.196742
1.9 1.2 -0.373765
2 1.2 -0.53705
ZONE I=5, J=5
0 1.2 0.997775
0.1 1.2 0.996834
0.2 1.2 0.995061
0.3 1.2 0.992454
0.4 1.2 0.989015
0 1.2375 0.998082
0.1 1.2375 0.997271
0.2 1.2375 0.995742
0.3 1.2375 0.993493
0.4 1.2375 0.990526
0 1.275 0.998351
0.1 1.275 0.997655
0.2 1.275 0.99634
0.3 1.275 0.994406
0.4 1.275 0.991853
0 1.3125 0.998583
0.1 1.3125 0.997985
0.2 1.3125 0.996855
0.3 1.3125 0.995193
0.4 1.3125 0.992998
0 1.35 0.998778
0.1 1.35 0.998262
0.2 1.35 0.997287
0.3 1.35 0.995853
0.4 1.35 0.99396
ZONE I=5, J=5
0.4 1.2 0.989015
0.5 1.2 0.984354
0.6 1.2 0.975738
0.7 1.2 0.963168
0.8 1.2 0.946642
0.4 1.2375 0.990526
0.5 1.2375 0.986505
0.6 1.2375 0.979052
0.7 1.2375 0.968167
0.8 1.2375 0.953848
0.4 1.275 0.991853
0.5 1.275 0.988396
0.6 1.275 0.98197
0.7 1.275 0.972573
0.8 1.275 0.960206
0.4 1.3125 0.992998
0.5 1.3125 0.990027
0.6 1.3125 0.984489
0.7 1.3125 0.976386
0.8 1.3125 0.965716
0.4 1.35 0.99396
0.5 1.35 0.991397
0.6 1.35 0.986612
0.7 1.35 0.979606
0.8 1.35 0.970377
ZONE I=5, J=5
0.8 1.2 0.946642
0.9 1.2 0.923909
1 1.2 0.885526
1.1 1.2 0.831492
1.2 1.2 0.761808
0.8 1.2375 0.953848
0.9 1.2375 0.934214
1 1.2375 0.90057
1.1 1.2375 0.852918
1.2 1.2375 0.791258
0.8 1.275 0.960206
0.9 1.275 0.943299
1 1.275 0.913912
1.1 1.275 0.872045
1.2 1.275 0.817698
0.8 1.3125 0.965716
0.9 1.3125 0.951166
1 1.3125 0.925551
1.1 1.3125 0.888872
1.2 1.3125 0.841127
0.8 1.35 0.970377
0.9 1.35 0.957814
1 1.35 0.935488
1.1 1.35 0.903399
1.2 1.35 0.861546
ZONE I=5, J=5
1.2 1.2 0.761808
1.3 1.2 0.663564
1.4 1.2 0.536935
1.5 1.2 0.381921
1.6 1.2 0.198521
1.2 1.2375 0.791258
1.3 1.2375 0.704097
1.4 1.2375 0.588151
1.5 1.2375 0.44342
1.6 1.2375 0.269905
1.2 1.275 0.817698
1.3 1.275 0.740747
1.4 1.275 0.635125
1.5 1.275 0.500833
1.6 1.275 0.337871
1.2 1.3125 0.841127
1.3 1.3125 0.773514
1.4 1.3125 0.677858
1.5 1.3125 0.554161
1.6 1.3125 0.40242
1.2 1.35 0.861546
1.3 1.35 0.802398
1.4 1.35 0.71635
1.5 1.35 0.603401
1.6 1.35 0.463552
ZONE I=5, J=5
1.6 1.2 0.198521
1.7 1.2 -0.00598015
1.8 1.2 -0.196742
1.9 1.2 -0.373765
2 1.2 -0.53705
1.6 1.2375 0.269905
1.7 1.2375 0.0688658
1.8 1.2375 -0.123365
1.9 1.2375 -0.306789
2 1.2375 -0.481404
1.6 1.275 0.337871
1.7 1.275 0.142343
1.8 1.275 -0.049462
1.9 1.275 -0.237543
2 1.275 -0.421899
1.6 1.3125 0.40242
1.7 1.3125 0.21445
1.8 1.3125 0.0249679
1.9 1.3125 -0.166027
2 1.3125 -0.358535
1.6 1.35 0.463552
1.7 1.35 0.285189
1.8 1.35 0.0999243
1.9 1.35 -0.092243
2 1.35 -0.291313
ZONE I=5, J=5
0 1.35 0.998778
0.1 1.35 0.998262
0.2 1.35 0.997287
0.3 1.35 0.995853
0.4 1.35 0.99396
0 1.3875 0.998947
0.1 1.3875 0.998502
0.2 1.3875 0.997661
0.3 1.3875 0.996424
0.4 1.3875 0.994791
0 1.425 0.999095
0.1 1.425 0.998712
0.2 1.425 0.997989
0.3 1.425 0.996926
0.4 1.425 0.995522
0 1.4625 0.999222
0.1 1.4625 0.998893
0.2 1.4625 0.998272
0.3 1.4625 0.997358
0.4 1.4625 0.996152
0 1.5 0.999329
0.1 1.5 0.999044
0.2 1.5 0.998508
0.3 1.5 0.997721
0.4 1.5 0.996682
ZONE I=5, J=5
0.4 1.35 0.99396
0.5 1.35 0.991397
0.6 1.35 0.986612
0.7 1.35 0.979606
0.8 1.35 0.970377
0.4 1.3875 0.994791
0.5 1.3875 0.992583
0.6 1.3875 0.988452
0.7 1.3875 0.982398
0.8 1.3875 0.97442
0.4 1.425 0.995522
0.5 1.425 0.993624
0.6 1.425 0.990068
0.7 1.425 0.984855
0.8 1.425 0.977984
0.4 1.4625 0.996152
0.5 1.4625 0.99452
0.6 1.4625 0.991461
0.7 1.4625 0.986978
0.8 1.4625 0.981069
0.4 1.5 0.996682
0.5 1.5 0.99527
0.6 1.5 0.992632
0.7 1.5 0.988766
0.8 1.5 0.983675
ZONE I=5, J=5
0.8 1.35 0.970377
0.9 1.35 0.957814
1 1.35 0.935488
1.1 1.35 0.903399
1.2 1.35 0.861546
0.8 1.3875 0.97442
0.9 1.3875 0.963579
1 1.3875 0.944149
1.1 1.3875 0.916131
1.2 1.3875 0.879524
0.8 1.425 0.977984
0.9 1.425 0.968646
1 1.425 0.951793
1.1 1.425 0.927423
1.2 1.425 0.895538
0.8 1.4625 0.981069
0.9 1.4625 0.973017
1 1.4625 0.958419
1.1 1.4625 0.937275
1.2 1.4625 0.909586
0.8 1.5 0.983675
0.9 1.5 0.97669
1 1.5 0.964028
1.1 1.5 0.945687
1.2 1.5 0.921669
ZONE I=5, J=5
1.2 1.35 0.861546
1.3 1.35 0.802398
1.4 1.35 0.71635
1.5 1.35 0.603401
1.6 1.35 0.463552
1.2 1.3875 0.879524
1.3 1.3875 0.827903
1.4 1.3875 0.750818
1.5 1.3875 0.648268
1.6 1.3875 0.520253
1.2 1.425 0.895538
1.3 1.425 0.850649
1.4 1.425 0.781858
1.5 1.425 0.689164
1.6 1.425 0.572567
1.2 1.4625 0.909586
1.3 1.4625 0.870635
1.4 1.4625 0.80947
1.5 1.4625 0.72609
1.6 1.4625 0.620495
1.2 1.5 0.921669
1.3 1.5 0.887862
1.4 1.5 0.833655
1.5 1.5 0.759046
1.6 1.5 0.664037
ZONE I=5, J=5
1.6 1.35 0.463552
1.7 1.35 0.285189
1.8 1.35 0.0999243
1.9 1.35 -0.092243
2 1.35 -0.291313
1.6 1.3875 0.520253
1.7 1.3875 0.352972
1.8 1.3875 0.173686
1.9 1.3875 -0.017607
2 1.3875 -0.220906
1.6 1.425 0.572567
1.7 1.425 0.417031
1.8 1.425 0.244944
1.9 1.425 0.056305
2 1.425 -0.148885
1.6 1.4625 0.620495
1.7 1.4625 0.477366
1.8 1.4625 0.313698
1.9 1.4625 0.129493
2 1.4625 -0.0752497
1.6 1.5 0.664037
1.7 1.5 0.533976
1.8 1.5 0.379949
1.9 1.5 0.201957
2 1.5 0
