ZONE I=5, J=5
1.2 0.225 -0.999251
0.8 0.2625 -0.925321
0.9 0.2625 -0.966366
1 0.2625 -0.992276
1.1 0.2625 -1.00305
1.2 0.2625 -0.998695
0.8 0.3 -0.903124
0.9 0.3 -0.955849
1 0.3 -0.989232
1.1 0.3 -1.00327
1.2 0.3 -0.997968
ZONE I=5, J=5
1.2 0.15 -0.999848
1.3 0.15 -0.999872
1.4 0.15 -0.999912
1.5 0.15 -0.999969
1.6 0.15 -1.00004
1.2 0.1875 -0.999635
1.3 0.1875 -0.999748
1.4 0.1875 -0.999856
1.5 0.1875 -0.999959
1.6 0.1875 -1.00006
1.2 0.225 -0.999251
1.3 0.225 -0.999533
1.4 0.225 -0.999765
1.5 0.225 -0.999949
1.6 0.225 -1.00008
1.2 0.2625 -0.998695
1.3 0.2625 -0.999226
1.4 0.2625 -0.999641
1.5 0.2625 -0.999939
1.6 0.2625 -1.00012
1.2 0.3 -0.997968
1.3 0.3 -0.998828
1.4 0.3 -0.999482
1.5 0.3 -0.99993
1.6 0.3 -1.00017
ZONE I=5, J=5
1.6 0.15 -1.00004
1.7 0.15 -1.00006
1.8 0.15 -1.00006
1.9 0.15 -1.00004
2 0.15 -1
1.6 0.1875 -1.00006
1.7 0.1875 -1.00008
1.8 0.1875 -1.00008
1.9 0.1875 -1.00005
2 0.1875 -1
1.6 0.225 -1.00008
1.7 0.225 -1.00011
1.8 0.225 -1.0001
1.9 0.225 -1.00006
2 0.225 -1
1.6 0.2625 -1.00012
1.7 0.2625 -1.00014
1.8 0.2625 -1.00012
1.9 0.2625 -1.00008
2 0.2625 -1
1.6 0.3 -1.00017
1.7 0.3 -1.00017
1.8 0.3 -1.00015
1.9 0.3 -1.00009
2 0.3 -0.999999
ZONE I=5, J=5
0 0.3 0.986614
0.1 0.3 0.990495
0.2 0.3 0.910163
0.3 0.3 0.745617
0.4 0.3 0.496859
0 0.3375 0.990597
0.1 0.3375 0.997207
0.2 0.3375 0.939277
0.3 0.3375 0.816807
0.4 0.3375 0.629797
0 0.375 0.993655
0.1 0.375 1.00177
0.2 0.375 0.961355
0.3 0.375 0.872404
0.4 0.375 0.734918
0 0.4125 0.995788
0.1 0.4125 1.00419
0.2 0.4125 0.976397
0.3 0.4125 0.912407
0.4 0.4125 0.812222
0 0.45 0.996998
0.1 0.45 1.00446
0.2 0.45 0.984402
0.3 0.45 0.936818
0.4 0.45 0.861709
ZONE I=5, J=5
0.4 0.3 0.496859
0.5 0.3 -0.0380775
0.6 0.3 -0.44972
0.7 0.3 -0.738069
0.8 0.3 -0.903124
0.4 0.3375 0.629797
0.5 0.3375 0.129816
0.6 0.3375 -0.287568
0.7 0.3375 -0.622354
0.8 0.3375 -0.874544
0.4 0.375 0.734918
0.5 0.375 0.29004
0.6 0.375 -0.118313
0.7 0.375 -0.49014
0.8 0.375 -0.825441
0.4 0.4125 0.812222
0.5 0.4125 0.442594
0.6 0.4125 0.0580449
0.7 0.4125 -0.341426
0.8 0.4125 -0.755818
0.4 0.45 0.861709
0.5 0.45 0.587479
0.6 0.45 0.241505
0.7 0.45 -0.176212
0.8 0.45 -0.665672
ZONE I=5, J=5
0.8 0.3 -0.903124
0.9 0.3 -0.955849
1 0.3 -0.989232
1.1 0.3 -1.00327
1.2 0.3 -0.997968
0.8 0.3375 -0.874544
0.9 0.3375 -0.941817
1 0.3375 -0.984664
1.1 0.3375 -1.00308
1.2 0.3375 -0.997079
0.8 0.375 -0.825441
0.9 0.375 -0.916856
1 0.375 -0.975626
1.1 0.375 -1.00175
1.2 0.375 -0.995234
0.8 0.4125 -0.755818
0.9 0.4125 -0.880966
1 0.4125 -0.962119
1.1 0.4125 -0.999275
1.2 0.4125 -0.992435
0.8 0.45 -0.665672
0.9 0.45 -0.834148
1 0.45 -0.944142
1.1 0.45 -0.995652
1.2 0.45 -0.98868
ZONE I=5, J=5
1.2 0.3 -0.997968
1.3 0.3 -0.998828
1.4 0.3 -0.999482
1.5 0.3 -0.99993
1.6 0.3 -1.00017
1.2 0.3375 -0.997079
1.3 0.3375 -0.998311
1.4 0.3375 -0.999253
1.5 0.3375 -0.999904
1.6 0.3375 -1.00026
1.2 0.375 -0.995234
1.3 0.375 -0.997398
1.4 0.375 -0.998973
1.5 0.375 -0.999959
1.6 0.375 -1.00036
1.2 0.4125 -0.992435
1.3 0.4125 -0.996089
1.4 0.4125 -0.998643
1.5 0.4125 -1.0001
1.6 0.4125 -1.00045
1.2 0.45 -0.98868
1.3 0.45 -0.994384
1.4 0.45 -0.998263
1.5 0.45 -1.00032
1.6 0.45 -1.00055
ZONE I=5, J=5
1.6 0.3 -1.00017
1.7 0.3 -1.00017
1.8 0.3 -1.00015
1.9 0.3 -1.00009
2 0.3 -0.999999
1.6 0.3375 -1.00026
1.7 0.3375 -1.00023
1.8 0.3375 -1.00017
1.9 0.3375 -1.0001
2 0.3375 -0.999999
1.6 0.375 -1.00036
1.7 0.375 -1.00028
1.8 0.375 -1.00019
1.9 0.375 -1.0001
2 0.375 -0.999999
1.6 0.4125 -1.00045
1.7 0.4125 -1.00033
1.8 0.4125 -1.00021
1.9 0.4125 -1.0001
2 0.4125 -0.999998
1.6 0.45 -1.00055
1.7 0.45 -1.00037
1.8 0.45 -1.00022
1.9 0.45 -1.0001
2 0.45 -0.999997
ZONE I=5, J=5
0 0.45 0.996998
0.1 0.45 1.00446
0.2 0.45 0.984402
0.3 0.45 0.936818
0.4 0.45 0.861709
0 0.4875 0.997893
0.1 0.4875 1.00452
0.2 0.4875 0.989771
0.3 0.4875 0.953653
0.4 0.4875 0.896166
0 0.525 0.998581
0.1 0.525 1.00429
0.2 0.525 0.993638
0.3 0.525 0.966626
0.4 0.525 0.923254
0 0.5625 0.999059
0.1 0.5625 1.00378
0.2 0.5625 0.996004
0.3 0.5625 0.975736
0.4 0.5625 0.942974
0 0.6 0.999329
0.1 0.6 1.00298
0.2 0.6 0.996868
0.3 0.6 0.980982
0.4 0.6 0.955326
ZONE I=5, J=5
0.4 0.45 0.861709
0.5 0.45 0.587479
0.6 0.45 0.241505
0.7 0.45 -0.176212
0.8 0.45 -0.665672
0.4 0.4875 0.896166
0.5 0.4875 0.707032
0.6 0.4875 0.405345
0.7 0.4875 -0.00889655
0.8 0.4875 -0.535692
0.4 0.525 0.923254
0.5 0.525 0.803257
0.6 0.525 0.545838
0.7 0.525 0.150997
0.8 0.525 -0.381265
0.4 0.5625 0.942974
0.5 0.5625 0.876153
0.6 0.5625 0.662985
0.7 0.5625 0.30347
0.8 0.5625 -0.202392
0.4 0.6 0.955326
0.5 0.6 0.92572
0.6 0.6 0.756785
0.7 0.6 0.448521
0.8 0.6 0.0009283
ZONE I=5, J=5
0.8 0.45 -0.665672
0.9 0.45 -0.834148
1 0.45 -0.944142
1.1 0.45 -0.995652
1.2 0.45 -0.98868
0.8 0.4875 -0.535692
0.9 0.4875 -0.767376
1 0.4875 -0.91913
1.1 0.4875 -0.990953
1.2 0.4875 -0.982846
0.8 0.525 -0.381265
0.9 0.525 -0.680538
1 0.525 -0.879267
1.1 0.525 -0.977452
1.2 0.525 -0.975093
0.8 0.5625 -0.202392
0.9 0.5625 -0.573636
1 0.5625 -0.824554
1.1 0.5625 -0.955149
1.2 0.5625 -0.965418
0.8 0.6 0.0009283
0.9 0.6 -0.446668
1 0.6 -0.754992
1.1 0.6 -0.924044
1.2 0.6 -0.953824
ZONE I=5, J=5
1.2 0.45 -0.98868
1.3 0.45 -0.994384
1.4 0.45 -0.998263
1.5 0.45 -1.00032
1.6 0.45 -1.00055
1.2 0.4875 -0.982846
1.3 0.4875 -0.991962
1.4 0.4875 -0.997949
1.5 0.4875 -1.00081
1.6 0.4875 -1.00054
1.2 0.525 -0.975093
1.3 0.525 -0.988722
1.4 0.525 -0.997494
1.5 0.525 -1.00141
1.6 0.525 -1.00046
1.2 0.5625 -0.965418
1.3 0.5625 -0.984665
1.4 0.5625 -0.996897
1.5 0.5625 -1.00211
1.6 0.5625 -1.00032
1.2 0.6 -0.953824
1.3 0.6 -0.97979
1.4 0.6 -0.996159
1.5 0.6 -1.00293
1.6 0.6 -1.0001
ZONE I=5, J=5
1.6 0.45 -1.00055
1.7 0.45 -1.00037
1.8 0.45 -1.00022
1.9 0.45 -1.0001
2 0.45 -0.999997
1.6 0.4875 -1.00054
1.7 0.4875 -1.00038
1.8 0.4875 -1.00023
1.9 0.4875 -1.00011
2 0.4875 -0.999996
1.6 0.525 -1.00046
1.7 0.525 -1.00035
1.8 0.525 -1.00023
1.9 0.525 -1.00011
2 0.525 -0.999994
1.6 0.5625 -1.00032
1.7 0.5625 -1.00028
1.8 0.5625 -1.00021
1.9 0.5625 -1.00012
2 0.5625 -0.999991
1.6 0.6 -1.0001
1.7 0.6 -1.00018
1.8 0.6 -1.00018
1.9 0.6 -1.00012
2 0.6 -0.999988
ZONE I=5, J=5
0 0.6 0.999329
0.1 0.6 1.00298
0.2 0.6 0.996868
0.3 0.6 0.980982
0.4 0.6 0.955326
0 0.6375 0.99953
0.1 0.6375 1.0021
0.2 0.6375 0.997492
0.3 0.6375 0.985718
0.4 0.6375 0.966774
0 0.675 0.999683
0.1 0.675 1.00134
0.2 0.675 0.997994
0.3 0.675 0.989653
0.4 0.675 0.976314
0 0.7125 0.99979
0.1 0.7125 1.00071
0.2 0.7125 0.998375
0.3 0.7125 0.992787
0.4 0.7125 0.983947
0 0.75 0.99985
0.1 0.75 1.00021
0.2 0.75 0.998635
0.3 0.75 0.995121
0.4 0.75 0.989671
ZONE I=5, J=5
0.4 0.6 0.955326
0.5 0.6 0.92572
0.6 0.6 0.756785
0.7 0.6 0.448521
0.8 0.6 0.0009283
0.4 0.6375 0.966774
0.5 0.6375 0.956694
0.6 0.6375 0.826246
0.7 0.6375 0.575432
0.8 0.6375 0.204249
0.4 0.675 0.976314
0.5 0.675 0.978873
0.6 0.675 0.880861
0.7 0.675 0.682277
0.8 0.675 0.383123
0.4 0.7125 0.983947
0.5 0.7125 0.992257
0.6 0.7125 0.920628
0.7 0.7125 0.769059
0.8 0.7125 0.53755
0.4 0.75 0.989671
0.5 0.75 0.996847
0.6 0.75 0.945548
0.7 0.75 0.835775
0.8 0.75 0.667529
ZONE I=5, J=5
0.8 0.6 0.0009283
0.9 0.6 -0.446668
1 0.6 -0.754992
1.1 0.6 -0.924044
1.2 0.6 -0.953824
0.8 0.6375 0.204249
0.9 0.6375 -0.301552
1 0.6375 -0.661081
1.1 0.6375 -0.874338
1.2 0.6375 -0.941324
0.8 0.675 0.383123
0.9 0.675 -0.149005
1 0.675 -0.543808
1.1 0.675 -0.801286
1.2 0.675 -0.921437
0.8 0.7125 0.53755
0.9 0.7125 0.0109706
1 0.7125 -0.403175
1.1 0.7125 -0.704887
1.2 0.7125 -0.894165
0.8 0.75 0.667529
0.9 0.75 0.178377
1 0.75 -0.23918
1.1 0.75 -0.58514
1.2 0.75 -0.859505
ZONE I=5, J=5
1.2 0.6 -0.953824
1.3 0.6 -0.97979
1.4 0.6 -0.996159
1.5 0.6 -1.00293
1.6 0.6 -1.0001
1.2 0.6375 -0.941324
1.3 0.6375 -0.974362
1.4 0.6375 -0.995139
1.5 0.6375 -1.00366
1.6 0.6375 -0.999911
1.2 0.675 -0.921437
1.3 0.675 -0.965049
1.4 0.675 -0.992583
1.5 0.675 -1.00404
1.6 0.675 -0.999417
1.2 0.7125 -0.894165
1.3 0.7125 -0.951852
1.4 0.7125 -0.98849
1.5 0.7125 -1.00408
1.6 0.7125 -0.99862
1.2 0.75 -0.859505
1.3 0.75 -0.934769
1.4 0.75 -0.98286
1.5 0.75 -1.00378
1.6 0.75 -0.997523
ZONE I=5, J=5
1.6 0.6 -1.0001
1.7 0.6 -1.00018
1.8 0.6 -1.00018
1.9 0.6 -1.00012
2 0.6 -0.999988
1.6 0.6375 -0.999911
1.7 0.6375 -1.00006
1.8 0.6375 -1.00012
1.9 0.6375 -1.00009
2 0.6375 -0.999983
1.6 0.675 -0.999417
1.7 0.675 -0.999796
1.8 0.675 -1.00002
1.9 0.675 -1.00007
2 0.675 -0.999974
1.6 0.7125 -0.99862
1.7 0.7125 -0.999397
1.8 0.7125 -0.99988
1.9 0.7125 -1.00007
2 0.7125 -0.999961
1.6 0.75 -0.997523
1.7 0.75 -0.99886
1.8 0.75 -0.999709
1.9 0.75 -1.00007
2 0.75 -0.999945
ZONE I=5, J=5
0 0.75 0.99985
0.1 0.75 1.00021
0.2 0.75 0.998635
0.3 0.75 0.995121
0.4 0.75 0.989671
0 0.7875 0.999895
0.1 0.7875 1.00002
0.2 0.7875 0.998967
0.3 0.7875 0.996739
0.4 0.7875 0.993334
0 0.825 0.999929
0.1 0.825 0.999912
0.2 0.825 0.99926
0.3 0.825 0.997971
0.4 0.825 0.996047
0 0.8625 0.999953
0.1 0.8625 0.99989
0.2 0.8625 0.999511
0.3 0.8625 0.998818
0.4 0.8625 0.997809
0 0.9 0.999967
0.1 0.9 0.999952
0.2 0.9 0.999723
0.3 0.9 0.999279
0.4 0.9 0.998621
ZONE I=5, J=5
0.4 0.75 0.989671
0.5 0.75 0.996847
0.6 0.75 0.945548
0.7 0.75 0.835775
0.8 0.75 0.667529
0.4 0.7875 0.993334
0.5 0.7875 1.00036
0.6 0.7875 0.96343
0.7 0.7875 0.882532
0.8 0.7875 0.757668
0.4 0.825 0.996047
0.5 0.825 1.00274
0.6 0.825 0.976835
0.7 0.825 0.918346
0.8 0.825 0.827269
0.4 0.8625 0.997809
0.5 0.8625 1.00396
0.6 0.8625 0.985762
0.7 0.8625 0.943219
0.8 0.8625 0.876329
0.4 0.9 0.998621
0.5 0.9 1.00403
0.6 0.9 0.99021
0.7 0.9 0.957149
0.8 0.9 0.904851
ZONE I=5, J=5
0.8 0.75 0.667529
0.9 0.75 0.178377
1 0.75 -0.23918
1.1 0.75 -0.58514
1.2 0.75 -0.859505
0.8 0.7875 0.757668
0.9 0.7875 0.343697
1 0.7875 -0.0555388
1.1 0.7875 -0.440039
1.2 0.7875 -0.809804
0.8 0.825 0.827269
0.9 0.825 0.492519
1 0.825 0.121027
1.1 0.825 -0.287208
1.2 0.825 -0.732185
0.8 0.8625 0.876329
0.9 0.8625 0.624842
1 0.8625 0.290517
1.1 0.8625 -0.126647
1.2 0.8625 -0.626649
0.8 0.9 0.904851
0.9 0.9 0.740667
1 0.9 0.452932
1.1 0.9 0.0416438
1.2 0.9 -0.493196
ZONE I=5, J=5
1.2 0.75 -0.859505
1.3 0.75 -0.934769
1.4 0.75 -0.98286
1.5 0.75 -1.00378
1.6 0.75 -0.997523
1.2 0.7875 -0.809804
1.3 0.7875 -0.910104
1.4 0.7875 -0.974542
1.5 0.7875 -1.00312
1.6 0.7875 -0.995834
1.2 0.825 -0.732185
1.3 0.825 -0.86991
1.4 0.825 -0.959246
1.5 0.825 -1.00019
1.6 0.825 -0.992749
1.2 0.8625 -0.626649
1.3 0.8625 -0.814188
1.4 0.8625 -0.93697
1.5 0.8625 -0.994998
1.6 0.8625 -0.988269
1.2 0.9 -0.493196
1.3 0.9 -0.742937
1.4 0.9 -0.907716
1.5 0.9 -0.987535
1.6 0.9 -0.982394
ZONE I=5, J=5
1.6 0.75 -0.997523
1.7 0.75 -0.99886
1.8 0.75 -0.999709
1.9 0.75 -1.00007
2 0.75 -0.999945
1.6 0.7875 -0.995834
1.7 0.7875 -0.998062
1.8 0.7875 -0.999487
1.9 0.7875 -1.00011
2 0.7875 -0.999923
1.6 0.825 -0.992749
1.7 0.825 -0.996733
1.8 0.825 -0.99925
1.9 0.825 -1.0003
2 0.825 -0.999883
1.6 0.8625 -0.988269
1.7 0.8625 -0.994872
1.8 0.8625 -0.998999
1.9 0.8625 -1.00065
2 0.8625 -0.999827
1.6 0.9 -0.982394
1.7 0.9 -0.992478
1.8 0.9 -0.998733
1.9 0.9 -1.00116
2 0.9 -0.999753
ZONE I=5, J=5
0 0.9 0.999967
0.1 0.9 0.999952
0.2 0.9 0.999723
0.3 0.9 0.999279
0.4 0.9 0.998621
0 0.9375 0.999977
0.1 0.9375 0.999983
0.2 0.9375 0.999868
0.3 0.9375 0.999631
0.4 0.9375 0.999273
0 0.975 0.999984
0.1 0.975 1.00001
0.2 0.975 0.999981
0.3 0.975 0.999898
0.4 0.975 0.999762
0 1.0125 0.99999
0.1 1.0125 1.00003
0.2 1.0125 1.00006
0.3 1.0125 1.00008
0.4 1.0125 1.00009
0 1.05 0.999993
0.1 1.05 1.00005
0.2 1.05 1.00011
0.3 1.05 1.00018
0.4 1.05 1.00025
ZONE I=5, J=5
0.4 0.9 0.998621
0.5 0.9 1.00403
0.6 0.9 0.99021
0.7 0.9 0.957149
0.8 0.9 0.904851
0.4 0.9375 0.999273
0.5 0.9375 1.0037
0.6 0.9375 0.99312
0.7 0.9375 0.967541
0.8 0.9375 0.926961
0.4 0.975 0.999762
0.5 0.975 1.00321
0.6 0.975 0.995235
0.7 0.975 0.975848
0.8 0.975 0.945046
0.4 1.0125 1.00009
0.5 1.0125 1.00256
0.6 1.0125 0.996557
0.7 1.0125 0.982071
0.8 1.0125 0.959106
0.4 1.05 1.00025
0.5 1.05 1.00177
0.6 1.05 0.997085
0.7 1.05 0.98621
0.8 1.05 0.969141
ZONE I=5, J=5
0.8 0.9 0.904851
0.9 0.9 0.740667
1 0.9 0.452932
1.1 0.9 0.0416438
1.2 0.9 -0.493196
0.8 0.9375 0.926961
0.9 0.9375 0.826596
1 0.9375 0.58558
1.1 0.9375 0.203913
1.2 0.9375 -0.318404
0.8 0.975 0.945046
0.9 0.975 0.892637
1 0.975 0.695293
1.1 0.975 0.353013
1.2 0.975 -0.134202
0.8 1.0125 0.959106
0.9 1.0125 0.938792
1 1.0125 0.782071
1.1 1.0125 0.488944
1.2 1.0125 0.0594102
0.8 1.05 0.969141
0.9 1.05 0.965059
1 1.05 0.845914
1.1 1.05 0.611706
1.2 1.05 0.262433
ZONE I=5, J=5
1.2 0.9 -0.493196
1.3 0.9 -0.742937
1.4 0.9 -0.907716
1.5 0.9 -0.987535
1.6 0.9 -0.982394
1.2 0.9375 -0.318404
1.3 0.9375 -0.647834
1.4 0.9375 -0.867001
1.5 0.9375 -0.975906
1.6 0.9375 -0.974549
1.2 0.975 -0.134202
1.3 0.975 -0.534916
1.4 0.975 -0.806839
1.5 0.975 -0.949973
1.6 0.975 -0.964316
1.2 1.0125 0.0594102
1.3 1.0125 -0.404183
1.4 1.0125 -0.727231
1.5 1.0125 -0.909736
1.6 1.0125 -0.951696
1.2 1.05 0.262433
1.3 1.05 -0.255635
1.4 1.05 -0.628178
1.5 1.05 -0.855195
1.6 1.05 -0.936687
ZONE I=5, J=5
1.6 0.9 -0.982394
1.7 0.9 -0.992478
1.8 0.9 -0.998733
1.9 0.9 -1.00116
2 0.9 -0.999753
1.6 0.9375 -0.974549
1.7 0.9375 -0.98943
1.8 0.9375 -0.998574
1.9 0.9375 -1.00198
2 0.9375 -0.999654
1.6 0.975 -0.964316
1.7 0.975 -0.98526
1.8 0.975 -0.998101
1.9 0.975 -1.00284
2 0.975 -0.999478
1.6 1.0125 -0.951696
1.7 1.0125 -0.979969
1.8 1.0125 -0.997315
1.9 1.0125 -1.00373
2 1.0125 -0.999224
1.6 1.05 -0.936687
1.7 1.05 -0.973556
1.8 1.05 -0.996214
1.9 1.05 -1.00466
2 1.05 -0.998894
ZONE I=5, J=5
0 1.05 0.999993
0.1 1.05 1.00005
0.2 1.05 1.00011
0.3 1.05 1.00018
0.4 1.05 1.00025
0 1.0875 0.999995
0.1 1.0875 1.00005
0.2 1.0875 1.00014
0.3 1.0875 1.00024
0.4 1.0875 1.00037
0 1.125 0.999996
0.1 1.125 1.00006
0.2 1.125 1.00015
0.3 1.125 1.00028
0.4 1.125 1.00043
0 1.1625 0.999998
0.1 1.1625 1.00006
0.2 1.1625 1.00015
0.3 1.1625 1.00028
0.4 1.1625 1.00043
0 1.2 0.999998
0.1 1.2 1.00006
0.2 1.2 1.00015
0.3 1.2 1.00025
0.4 1.2 1.00037
ZONE I=5, J=5
0.4 1.05 1.00025
0.5 1.05 1.00177
0.6 1.05 0.997085
0.7 1.05 0.98621
0.8 1.05 0.969141
0.4 1.0875 1.00037
0.5 1.0875 1.00108
0.6 1.0875 0.997581
0.7 1.0875 0.989863
0.8 1.0875 0.97793
0.4 1.125 1.00043
0.5 1.125 1.00056
0.6 1.125 0.998023
0.7 1.125 0.992828
0.8 1.125 0.984972
0.4 1.1625 1.00043
0.5 1.1625 1.00019
0.6 1.1625 0.998411
0.7 1.1625 0.995105
0.8 1.1625 0.990267
0.4 1.2 1.00037
0.5 1.2 0.99997
0.6 1.2 0.998745
0.7 1.2 0.996694
0.8 1.2 0.993816
ZONE I=5, J=5
0.8 1.05 0.969141
0.9 1.05 0.965059
1 1.05 0.845914
1.1 1.05 0.611706
1.2 1.05 0.262433
0.8 1.0875 0.97793
0.9 1.0875 0.981012
1 1.0875 0.892179
1.1 1.0875 0.711433
1.2 1.0875 0.438772
0.8 1.125 0.984972
0.9 1.125 0.99229
1 1.125 0.927994
1.1 1.125 0.792083
1.2 1.125 0.584558
0.8 1.1625 0.990267
0.9 1.1625 0.998895
1 1.1625 0.953358
1.1 1.1625 0.853656
1.2 1.1625 0.69979
0.8 1.2 0.993816
0.9 1.2 1.00083
1 1.2 0.968271
1.1 1.2 0.896152
1.2 1.2 0.784469
ZONE I=5, J=5
1.2 1.05 0.262433
1.3 1.05 -0.255635
1.4 1.05 -0.628178
1.5 1.05 -0.855195
1.6 1.05 -0.936687
1.2 1.0875 0.438772
1.3 1.0875 -0.095089
1.4 1.0875 -0.499418
1.5 1.0875 -0.774213
1.6 1.0875 -0.919477
1.2 1.125 0.584558
1.3 1.125 0.0661352
1.4 1.125 -0.352331
1.5 1.125 -0.67084
1.6 1.125 -0.889392
1.2 1.1625 0.69979
1.3 1.1625 0.228038
1.4 1.1625 -0.186917
1.5 1.1625 -0.545074
1.6 1.1625 -0.846434
1.2 1.2 0.784469
1.3 1.2 0.390618
1.4 1.2 -0.00317678
1.5 1.2 -0.396917
1.6 1.2 -0.790602
ZONE I=5, J=5
1.6 1.05 -0.936687
1.7 1.05 -0.973556
1.8 1.05 -0.996214
1.9 1.05 -1.00466
2 1.05 -0.998894
1.6 1.0875 -0.919477
1.7 1.0875 -0.965837
1.8 1.0875 -0.994452
1.9 1.0875 -1.00532
2 1.0875 -0.998449
1.6 1.125 -0.889392
1.7 1.125 -0.951348
