ZONE I=5, J=5
1.9 1.125 -0.868022
2 1.125 -0.925346
1.6 1.1625 -0.30271
1.7 1.1625 -0.545885
1.8 1.1625 -0.72233
1.9 1.1625 -0.837428
2 1.1625 -0.907382
1.6 1.2 -0.197375
1.7 1.2 -0.462117
1.8 1.2 -0.664037
1.9 1.2 -0.800499
2 1.2 -0.885352
ZONE I=5, J=5
0 1.2 0.999798
0.1 1.2 0.999632
0.2 1.2 0.999329
0.3 1.2 0.998778
0.4 1.2 0.997775
0 1.2375 0.999839
0.1 1.2375 0.999706
0.2 1.2375 0.999464
0.3 1.2375 0.999024
0.4 1.2375 0.998223
0 1.275 0.999871
0.1 1.275 0.999765
0.2 1.275 0.999572
0.3 1.275 0.999221
0.4 1.275 0.998581
0 1.3125 0.999897
0.1 1.3125 0.999813
0.2 1.3125 0.999658
0.3 1.3125 0.999378
0.4 1.3125 0.998866
0 1.35 0.999918
0.1 1.35 0.99985
0.2 1.35 0.999727
0.3 1.35 0.999503
0.4 1.35 0.999095
ZONE I=5, J=5
0.4 1.2 0.997775
0.5 1.2 0.995949
0.6 1.2 0.992632
0.7 1.2 0.986614
0.8 1.2 0.975743
0.4 1.2375 0.998223
0.5 1.2375 0.996764
0.6 1.2375 0.994112
0.7 1.2375 0.989297
0.8 1.2375 0.980583
0.4 1.275 0.998581
0.5 1.275 0.997415
0.6 1.275 0.995295
0.7 1.275 0.991444
0.8 1.275 0.984465
0.4 1.3125 0.998866
0.5 1.3125 0.997936
0.6 1.3125 0.996241
0.7 1.3125 0.993162
0.8 1.3125 0.987575
0.4 1.35 0.999095
0.5 1.35 0.998351
0.6 1.35 0.996998
0.7 1.35 0.994536
0.8 1.35 0.990066
ZONE I=5, J=5
0.8 1.2 0.975743
0.9 1.2 0.956237
1 1.2 0.921669
1.1 1.2 0.861723
1.2 1.2 0.761594
0.8 1.2375 0.980583
0.9 1.2375 0.9649
1 1.2375 0.936954
1.1 1.2375 0.888024
1.2 1.2375 0.804944
0.8 1.275 0.984465
0.9 1.275 0.971873
1 1.275 0.949335
1.1 1.275 0.909565
1.2 1.275 0.841123
0.8 1.3125 0.987575
0.9 1.3125 0.977476
1 1.3125 0.959335
1.1 1.3125 0.927122
1.2 1.3125 0.87107
0.8 1.35 0.990066
0.9 1.35 0.981973
1 1.35 0.967395
1.1 1.35 0.941376
1.2 1.35 0.895693
ZONE I=5, J=5
1.2 1.2 0.761594
1.3 1.2 0.604368
1.4 1.2 0.379949
1.5 1.2 0.099668
1.6 1.2 -0.197375
1.2 1.2375 0.804944
1.3 1.2375 0.670967
1.4 1.2375 0.471891
1.5 1.2375 0.209358
1.6 1.2375 -0.0872774
1.2 1.275 0.841123
1.3 1.275 0.728254
1.4 1.275 0.5546
1.5 1.275 0.314021
1.6 1.275 0.0249948
1.2 1.3125 0.87107
1.3 1.3125 0.776899
1.4 1.3125 0.627632
1.5 1.3125 0.41157
1.6 1.3125 0.13664
1.2 1.35 0.895693
1.3 1.35 0.817754
1.4 1.35 0.691069
1.5 1.35 0.50052
1.6 1.35 0.244919
ZONE I=5, J=5
1.6 1.2 -0.197375
1.7 1.2 -0.462117
1.8 1.2 -0.664037
1.9 1.2 -0.800499
2 1.2 -0.885352
1.6 1.2375 -0.0872774
1.7 1.2375 -0.369203
1.8 1.2375 -0.596374
1.9 1.2375 -0.756294
2 1.2375 -0.85847
1.6 1.275 0.0249948
1.7 1.275 -0.268271
1.8 1.275 -0.519022
1.9 1.275 -0.703906
2 1.275 -0.825868
1.6 1.3125 0.13664
1.7 1.3125 -0.161085
1.8 1.3125 -0.43212
1.9 1.3125 -0.642547
2 1.3125 -0.786619
1.6 1.35 0.244919
1.7 1.35 -0.0499584
1.8 1.35 -0.336376
1.9 1.35 -0.57167
2 1.35 -0.739783
ZONE I=5, J=5
0 1.35 0.999918
0.1 1.35 0.99985
0.2 1.35 0.999727
0.3 1.35 0.999503
0.4 1.35 0.999095
0 1.3875 0.999934
0.1 1.3875 0.99988
0.2 1.3875 0.999782
0.3 1.3875 0.999603
0.4 1.3875 0.999277
0 1.425 0.999948
0.1 1.425 0.999905
0.2 1.425 0.999826
0.3 1.425 0.999683
0.4 1.425 0.999423
0 1.4625 0.999958
0.1 1.4625 0.999924
0.2 1.4625 0.999861
0.3 1.4625 0.999747
0.4 1.4625 0.999539
0 1.5 0.999967
0.1 1.5 0.999939
0.2 1.5 0.999889
0.3 1.5 0.999798
0.4 1.5 0.999632
ZONE I=5, J=5
0.4 1.35 0.999095
0.5 1.35 0.998351
0.6 1.35 0.996998
0.7 1.35 0.994536
0.8 1.35 0.990066
0.4 1.3875 0.999277
0.5 1.3875 0.998683
0.6 1.3875 0.997602
0.7 1.3875 0.995635
0.8 1.3875 0.99206
0.4 1.425 0.999423
0.5 1.425 0.998948
0.6 1.425 0.998085
0.7 1.425 0.996513
0.8 1.425 0.993655
0.4 1.4625 0.999539
0.5 1.4625 0.99916
0.6 1.4625 0.99847
0.7 1.4625 0.997214
0.8 1.4625 0.99493
0.4 1.5 0.999632
0.5 1.5 0.999329
0.6 1.5 0.998778
0.7 1.5 0.997775
0.8 1.5 0.995949
ZONE I=5, J=5
0.8 1.35 0.990066
0.9 1.35 0.981973
1 1.35 0.967395
1.1 1.35 0.941376
1.2 1.35 0.895693
0.8 1.3875 0.99206
0.9 1.3875 0.985579
1 1.3875 0.973879
1.1 1.3875 0.952909
1.2 1.3875 0.915825
0.8 1.425 0.993655
0.9 1.425 0.988468
1 1.425 0.979087
1.1 1.425 0.962218
1.2 1.425 0.93221
0.8 1.4625 0.99493
0.9 1.4625 0.990781
1 1.4625 0.983265
1.1 1.4625 0.969715
1.2 1.4625 0.945496
0.8 1.5 0.995949
0.9 1.5 0.992632
1 1.5 0.986614
1.1 1.5 0.975743
1.2 1.5 0.956237
ZONE I=5, J=5
1.2 1.35 0.895693
1.3 1.35 0.817754
1.4 1.35 0.691069
1.5 1.35 0.50052
1.6 1.35 0.244919
1.2 1.3875 0.915825
1.3 1.3875 0.851752
1.4 1.3875 0.74539
1.5 1.3875 0.580025
1.6 1.3875 0.347414
1.2 1.425 0.93221
1.3 1.425 0.879827
1.4 1.425 0.791338
1.5 1.425 0.649827
1.6 1.425 0.44223
1.2 1.4625 0.945496
1.3 1.4625 0.902864
1.4 1.4625 0.829802
1.5 1.4625 0.710157
1.6 1.4625 0.528095
1.2 1.5 0.956237
1.3 1.5 0.921669
1.4 1.5 0.861723
1.5 1.5 0.761594
1.6 1.5 0.604368
ZONE I=5, J=5
1.6 1.35 0.244919
1.7 1.35 -0.0499584
1.8 1.35 -0.336376
1.9 1.35 -0.57167
2 1.35 -0.739783
1.6 1.3875 0.347414
1.7 1.3875 0.0624187
1.8 1.3875 -0.233133
1.9 1.3875 -0.491093
2 1.3875 -0.684483
1.6 1.425 0.44223
1.7 1.425 0.173235
1.8 1.425 -0.124353
1.9 1.425 -0.401134
2 1.425 -0.619997
1.6 1.4625 0.528095
1.7 1.4625 0.279832
1.8 1.4625 -0.0124993
1.9 1.4625 -0.30271
2 1.4625 -0.545885
1.6 1.5 0.604368
1.7 1.5 0.379949
1.8 1.5 0.099668
1.9 1.5 -0.197375
2 1.5 -0.462117
